262144,512,0.626268,0.453622,13.3509
524288,512,0.653801,0.540423,22.1675
786432,512,0.764232,0.587832,30.9179
1048576,512,0.923648,0.695607,45.1876
1310720,512,0.911042,0.758574,91.7873
1572864,512,1.0306,0.790455,113.699
1835008,512,0.903356,0.688444,82.2416
2097152,512,0.979679,0.803062,146.86
2359296,512,1.0105,0.785814,146.86
2621440,512,1.0227,0.823783,172.777
2883584,512,0.922592,0.817127,170.049
3145728,512,1.01971,0.799328,180.751
3407872,512,0.855751,0.84077,131.667
3670016,512,0.920443,0.852686,257.004
3932160,512,1.05909,0.806185,284.244
4194304,512,0.968075,0.846531,261.084
4456448,512,1.05767,0.861943,285.327
4718592,512,1.05507,0.825958,302.111
4980736,512,0.910091,0.840021,328.273
